Merchant Name,Category Name,% Rate,Flat Rate
Badlands,Hunting & Shooting,15.0,0.0
Badlands Ranch,Animals & Pet Supplies,8.0,0.0
Baffin Footwear & Apparel,Shoes,5.0,0.0
Baggallini,Luggage & Bags,7.0,0.0
Baggu,Backpacks,4.0,0.0
Bags & Bows,Gifts,5.0,0.05
Bagsmart,Luggage & Bags,12.0,0.0
Bahia Principe,Hotel,6.5,0.0
Bailey's CBD For Pets,Dog Supplies,8.0,0.0
Baja Llama,Clothing & Apparel,11.0,0.0
Bakcou,Motor Vehicle Electronics,6.0,0.0
Baked Cravings,Food & Gourmet,5.0,0.0
Baker's Bacon,Food & Gourmet,6.0,0.0
Bakerly,Snacks,10.0,0.0
Bakeup Beauty,Beauty & Cosmetics,10.0,0.0
Baking Steel Company LLC,Kitchen & Dining,11.0,0.0
Bala,Exercise & Fitness,10.0,0.0
Bala Enzyme,Vitamins & Nutrition,5.0,0.0
Balance by bistroMD,Diet & Fitness,0.0,10.0
Baleaf,Clothing & Apparel,12.0,0.0
Balearia,Travel,8.0,0.0
"Ballast Outdoor Gear, LLC",Bed & Bath,10.0,0.0
Balldo,Erotic,10.0,0.0
Ballistic Advantage,Weapons,7.0,0.0
Ballnamic,Golf,15.0,0.0
Baloo Living,Bed & Bath,10.0,0.0
Baltic Born,Clothing & Apparel,2.0,0.0
Bamboo Little,Babies & Kids,5.0,0.0
Bamboo is Better,Bed & Bath,10.0,0.0
BambooBay Sheets,Bed & Bath,30.0,0.0
Banana Republic,Clothing & Apparel,6.0,0.0
Banana Republic Factory,Clothing & Apparel,4.0,0.0
Banbe Eyewear,Sunglasses,5.0,0.0
Bangkok Airways,Air,5.0,0.0
Banila Co,Health & Beauty,20.0,0.0
Banjanan Inc,Clothing & Apparel,20.0,0.0
Bank Checks Plus,Financial,25.0,0.0
Banter by Piercing Pagoda,Jewelry,4.0,0.0
Banwood,Babies & Kids,6.0,0.0
Barabas,Men,5.0,0.0
Barber Items,Health & Beauty,4.0,0.0
Barcelona Turisme,Travel,5.0,0.0
Bardot,Women,8.0,0.0
Bardot Junior,Clothing & Apparel,8.0,0.0
Bare Home,Bed & Bath,5.0,0.0
Bare Necessities,Underwear & Socks,5.0,0.0
Barebones,Outdoor Living,7.0,0.0
Barebones Botanicals,Personal Care,10.0,0.0
Bargoose Home Textiles,Household,10.0,0.0
Bark,Consumer Services,0.0,65.0
Bark Parental Controls,Software,0.0,100.0
BarkBox & Super Chewer,Animals & Pet Supplies,0.0,20.0
Barker Shoes,Clothing & Apparel,15.0,0.0
Barker Wellness Co,Health & Beauty,10.0,0.0
Barnes Bullets,Weapons,3.0,0.0
Barnies Coffee Tea Co.,Beverages,10.0,0.0
BaronFleet,Travel,10.0,0.0
Barrière,Vitamins & Supplements,5.0,0.0
Barron Designs,Building Supplies,6.0,0.0
Bartesian,Alcohol / Beer,0.0,15.0
Barton Perreira,Sunglasses,10.0,0.0
Bas Bleu,Gifts,6.0,0.0
Base,Vitamins & Supplements,5.0,0.0
Baseball Savings,Baseball & Softball,1.0,0.0
Basepaws,Cat Supplies,10.0,0.0
Basic Honey,Food & Gourmet,15.0,0.0
Baskits,Gift Baskets,5.0,0.0
Bass Fishing Hub,Fishing,5.0,0.0
Bass Pro Shops,Outdoor Recreation,4.0,0.0
Bastion,Weapons,15.0,0.0
Bastion Bolt Action Pen,Office,20.0,0.0
Bateel,Gifts,7.0,0.0
BathMate,Erotic,5.0,0.0
BatteryShip,Batteries,6.0,0.0
BattleSteel,Weapons,5.0,0.0
BaubleBar,Jewelry,8.0,0.0
Baxter Blue Glasses,Health & Beauty,0.0,10.0
BaxterBoo,Animals & Pet Supplies,5.0,0.0
Bazyths,Bed & Bath,10.0,0.0
Be Lucent,Health & Beauty,5.0,0.0
BeCurio Inc,Education,10.0,0.0
BeLight Software,Software,30.0,0.0
Beach Riot,Clothing & Apparel,3.0,0.0
BeachBox Summer,Boating & Water Sports,12.0,0.0
BeachCandy Swimwear,Clothing & Apparel,15.0,0.0
Beachbody,Exercise & Fitness,1.6,0.0
Beachbound,Vacation Packages,2.0,0.0
Beachscape Kin Ha Villas,Hotel,4.0,0.0
Beachsissi,Swimwear,7.0,0.01
Beadpark,Clothing & Apparel,5.0,0.0
Bealls,Department Stores,6.4,0.0
Beam,Health & Beauty,8.0,0.0
Beamer,Advertising & Marketing,30.0,0.0
Bear Creek Arsenal,Weapons,8.0,0.0
Bearaby,Household,4.0,0.0
Bearbottom Clothing,Clothing & Apparel,10.0,0.0
Bears with Benefits,Vitamins & Supplements,10.0,0.0
Beast Health,Appliances,4.0,0.0
Beau Lake,Outdoor Recreation,10.0,0.0
Beauty Bakerie,Beauty & Cosmetics,20.0,0.0
Beauty Heroes,Health & Beauty,15.0,0.0
Beauty House,Health & Beauty,3.0,0.0
Beauty Market Online,Health & Beauty,10.0,0.0
Beauty The Shop,Health & Beauty,10.0,0.0
Beauty by Earth,Health & Beauty,6.4,0.0
BeautyBio,Beauty & Cosmetics,12.0,0.0
Beautyblender,Beauty & Cosmetics,10.0,0.0
Beautycore,Beauty & Cosmetics,25.0,0.0
Beautyologie Inc.,Health & Beauty,20.0,0.0
Beautyrest,Bed & Bath,5.0,0.0
Bebe,Clothing & Apparel,3.0,0.0
Because Market,Personal Care,42.4,32.0
BecexTech,Consumer Electronics,1.0,0.0
Becki Owens Living,Furniture,10.0,0.0
Bed Bath & Beyond,Bed & Bath,7.0,0.0
BedInABox,Bed & Bath,5.0,0.0
BedStory,Household,8.0,0.0
Beddley,Household,7.0,0.0
Bedsure,Bed & Bath,10.0,0.0
Beducated,Online Courses,20.0,0.0
Bee Inspired Goods,Personalized gifts,3.0,0.0
BeeKeeper365,Financial,10.0,0.0
Beebeecraft,Arts & Crafts,5.0,0.0
Beekman 1802,Beauty & Cosmetics,4.0,0.0
Beelink,Consumer Electronics,2.0,0.0
BeenVerified,Internet Services,64.0,0.0
Beer Darts,Games,20.0,0.0
Beflax Linen,Bed & Bath,6.0,0.0
Beginning Boutique,Women,5.0,0.0
Belawave,Swimwear,10.0,0.0
Beli,Health & Beauty,25.0,0.0
Bella Barnett,Clothing & Apparel,8.0,0.0
Bellabooty,Exercise & Fitness,10.0,0.0
Bellabu Bear,Baby & Kids,5.0,0.0
Bellami Hair,Hair Accessories,1.0,0.0
Bellasonic,Beauty & Cosmetics,15.0,0.0
Belle & Bloom,Handbags & Wallets,5.0,0.0
Belle Fare,Clothing & Apparel,2.0,0.0
Bellesa,Erotic,12.0,0.0
Bellini,Babies & Kids,10.0,0.0
Bellissima,Health & Beauty,3.0,0.0
Bellroy,Accessories,10.0,0.0
Belly Sleep,Bed & Bath,6.0,0.0
Below 60,Fragrance & Cologne,10.0,0.0
BeltOutlet.Com,Accessories,10.0,0.0
Ben Bridge,Jewelry,2.4,0.0
Ben Soleimani,Household,6.0,0.0
BenQ,Computers & Accessories,5.0,0.0
Bench Master,Weapons,8.0,0.0
Benchmade Modern,Clothing & Apparel,0.8,0.0
Benchmark Abrasives,Tools,5.0,0.0
Benetton,Clothing & Apparel,10.0,0.0
Benigna Parfums,Fragrance & Cologne,7.0,0.0
Benjamin Moore,Home Decor,6.0,0.0
Benrus,Clothing & Apparel,15.0,0.0
Benzinga,Financial,10.0,0.0
Bereli,Hunting & Shooting,4.0,0.0
Bergdorf Goodman,Clothing & Apparel,2.0,0.0
Beringia,Accessories,10.0,0.0
Berkel,Kitchen & Dining,6.5,0.0
Berkley,Sporting Goods,10.0,0.0
Bermies,Swimwear,10.0,0.0
Bern Helmets,Sporting Goods,9.0,0.0
Bernardelli Stores,Clothing & Apparel,6.0,0.0
Bernardo 1946,Shoes,12.0,0.0
Bernardo Fashions,Clothing & Apparel,5.0,0.0
Bespoke Post,Box Subscriptions,6.0,5.0
Best Choice Products,Department Stores,10.0,0.0
Best Factor,Vitamins & Supplements,0.0,40.0
Best In Wellness,Vitamins & Supplements,8.0,0.0
Best Wig Outlet,Health & Beauty,10.0,0.0
BestMyTest,Education,1.0,0.0
Bestia Dog Sport,Dog Supplies,10.0,0.0
Bestier,Household,5.0,0.0
Bestoutdor,Household,6.0,0.0
Bestpresso,Beverages,8.0,0.0
Beth Ladd Collections,Jewelry,10.0,0.0
Better Battery Co.,Batteries,20.0,0.0
Better Boat,Supplies,12.0,0.0
Better Breathing Sport,Health Care,0.0,27.5
Better U,Health Care,0.0,125.0
Better World Books,Books & Magazines,5.0,0.0
BetterLegal Solutions LLC,B2B,0.0,200.0
Betting on the Wedding,Weddings,20.0,0.0
Bev,Wine,15.0,0.0
Beverly Hills MD,Health & Beauty,10.0,0.0
Beyond Body,Books & Magazines,50.0,25.0
Beyond Recovery,Vitamins & Supplements,20.0,0.0
Beyond Yoga,Yoga & Pilates,4.0,0.0
Bhanzu,Online Courses,8.0,0.0
BiOptomizers,Health & Beauty,15.0,0.0
Bibles.com,Books & Magazines,10.0,0.0
Biblio,Books & Magazines,5.0,0.0
BidetMate,Bed & Bath,12.0,0.0
Bido,Erotic,15.0,0.0
Biffi Boutique Spa,Clothing & Apparel,0.0,0.08
Big Bat Box,Yard & Garden,15.0,0.0
Big Bite Baits,Fishing,12.0,0.0
Big Bus Tours,Tours,10.0,0.0
Big Dill Pickleball Co,Sporting Goods,10.0,0.0
Big Discoveries,Educational Toys,12.0,0.0
Big Fig Mattress,Bed & Bath,5.0,0.0
Big Fork Brands,Food & Gourmet,10.0,0.0
Big Furniture Warehouse,Furniture,5.0,0.0
Big Hammer Wines,Wine,10.0,0.0
BigCommerce,B2B,0.0,1200.0
Bigstockphoto,Vacation Packages,0.0,8.0
BikeFlights,Sporting Goods,5.0,0.0
Billini,Shoes,5.0,0.0
Billion Dollar Beauty,Health & Beauty,10.0,0.0
Billionaire Boys Club,Clothing & Apparel,9.0,0.0
Billstone,Home Security Systems,10.0,0.0
Billy Reid,Clothing & Apparel,8.0,0.0
Bilt Labs Inc,Shoes,0.0,25.0
Bimba y Lola,Clothing & Apparel,8.0,0.0
Binxy Baby,Babies & Kids,7.0,0.0
Bio Bidet,Bed & Bath,8.0,0.0
BioLite,Outdoor Recreation,7.0,0.0
BioSkin,Health Care,5.0,0.0
BioTRUST,Vitamins & Nutrition,15.0,20.0
BioWave,Health & Beauty,10.0,0.0
BioWorld,Media,10.0,0.0
Biocide Systems,Supplies,15.0,0.0
Biogetica,Health Care,25.0,0.0
Biom Probiotics,Vitamins & Supplements,15.0,0.0
Biomedical Research Laboratories,Vitamins & Supplements,35.0,0.0
Biossance,Beauty & Cosmetics,13.0,0.0
Biotulin,Personal Care,15.0,0.0
Bird & Blend Tea Co.,Beverages,5.0,0.0
Bird & Trove,Consumer Services,5.0,0.0
Bison Coolers,Household,15.0,0.0
BisonOffice,Office,2.4,0.0
Bitbrand,Collectibles,25.0,0.0
Bitcoin IRA,Financial,35.0,0.0
Bitdefender,Software,70.0,5.0
Bjorn Borg,Underwear & Socks,10.0,0.0
BjornQorn,Snacks,10.0,0.0
Black Beard Fire Starters,Camping & Hiking,15.0,0.0
Black Briar,Backpacks,10.0,0.0
Black Circle Society,Consumer Services,10.0,0.0
Black Rifle Coffee Company,Beverages,10.0,0.0
Black Rock Grill,Kitchen & Dining,4.0,0.0
BlackStrap,Outdoor Recreation,10.0,0.0
Blackbird Creek Farms,CBD,15.0,0.0
Blackbox Meats,Meats & Seafood,3.0,0.0
Blackhead Jewelry,Jewelry,15.0,0.0
Blackout Coffee Company,Beverages,5.0,0.0
Blacksford Premium RV Rentals,Car Rental,0.0,125.0
Blackstone Products,Outdoor Living,4.0,0.0
Blackview,Consumer Electronics,5.0,0.0
Blair Technology Group,Computers & Accessories,10.0,0.0
"Blakeway Worldwide Panoramas, Inc.",Collectibles,10.0,0.0
Blank Beauty,Beauty & Cosmetics,6.0,0.0
Blauer Board Shop,Skiing & Snowboarding,8.0,0.0
Blaze Video,Camera & Optics,10.0,0.0
BlazePod,Sporting Goods,10.0,0.0
Bleu Rod Beattie Swimwear,Swimwear,12.0,0.0
Bleuet,Clothing & Apparel,1.0,0.0
BlindsMagic,Household,1.0,0.0
BlitzChampz,Card Games,6.0,0.0
Blix Bike,Cycling,3.0,0.0
Blizzard Gear Store,Clothing & Apparel,4.0,0.0
Bloch,Dance & Gymnastics,10.0,0.0
Block Renovation (US),Consumer Services,0.0,100.0
BlockCard,Financial,0.0,5.0
BlogVault,B2B,20.0,0.0
Blogify,Consumer Services,50.0,0.0
Blok Watches,Watches,20.0,0.0
Blokes,Health Care,10.0,0.0
Bloom Nutrition,Vitamins & Nutrition,8.0,0.0
Bloom and Rise,Health Care,10.0,0.0
BloomNation,Flowers,8.0,0.0
Blooming KOCO,Beauty & Cosmetics,7.0,0.0
Bloomist,Gifts,20.0,0.0
BloomsByTheBox,Flowers,1.0,0.0
Bloomz Hemp,CBD,20.0,0.0
Bloop,Consumer Services,10.0,0.0
Blu Atlas,Health & Beauty,8.0,0.0
Blu Dot,Household,1.0,0.0
Blue Coolers,Outdoor Living,15.0,0.0
Blue Force Gear,Hunting & Shooting,5.0,0.0
Blue Kazoo,Toys & Games,4.0,0.0
Blue Lagoon Skincare,Beauty & Cosmetics,8.0,0.0
Blue Thunder Technologies,Janitorial,5.0,0.0
BlueBus Fine Tools,CBD,12.0,0.0
BlueCosmo,Telephony,10.0,0.0
BlueJeans | Video Conferencing,,50.0,0.0
Blueair,Household,3.0,0.0
Bluebird Botanicals,CBD,6.0,0.0
Bluecorn Beeswax,Household,10.0,0.0
Blueprint Prep,Education,7.5,0.0
Bluestorm,Outdoor Recreation,10.0,0.0
Bluewater Dog,Dog Supplies,5.0,0.0
BluntPower Air Freshener,Household,5.0,0.0
Blush and Bashful,Women,10.0,0.0
Bluum,e-Cigarettes & Vaporizers,10.0,0.0
Boardroom Socks,Underwear & Socks,15.0,0.0
BoatTests101.com,Online Courses,30.0,0.0
Bob Ore Blue Collection,Handbags & Wallets,10.0,0.0
Bobblehead Craft,Personalized gifts,12.0,0.0
Boca Java,Food & Beverage,8.0,0.0
Bocomal,Clothing & Apparel,15.0,0.0
Bodega Cooler,Outdoor Living,11.0,0.0
Boden,Clothing & Apparel,6.0,0.0
Bodhi Dog,Animals & Pet Supplies,20.0,0.0
Body Good Studio,Vitamins & Supplements,12.0,0.0
Body Guard - Bulletprood Backpacks,Backpacks,4.0,0.0
Body Kitchen,Vitamins & Supplements,10.0,0.0
BodyGuardz,Electronics Accessories,2.0,0.0
Bogey and Byrd,Luggage & Bags,12.0,0.0
Bogner,Clothing & Apparel,9.6,0.08
Boho Beach Hut,Clothing & Apparel,10.0,0.0
Boisson,Home Decor,6.0,0.0
Bokksu,Box Subscriptions,5.0,10.0
Bokksu Grocery,Online Grocery,5.0,0.0
Boletos Express,Event Tickets,0.0,1.0
Bombay Hair,Beauty & Cosmetics,10.0,0.0
"Bon Vivant Safety Eyewear Company, Inc",Consumer Services,12.0,0.0
Bond Craftor,Consumer Services,10.0,0.0
Bond No 9,Fragrance & Cologne,5.0,0.0
Bond Touch,Jewelry,3.0,0.0
Bondi Pure,Vitamins & Supplements,0.0,20.0
Bonehead Tackle,Outdoor Recreation,10.0,0.0
Bonne et Filou,Animals & Pet Supplies,20.0,0.0
Bonsen Kitchen,Kitchen & Dining,5.0,0.0
Bonus,Advertising & Marketing,5.0,0.0
Bonzah.com,Insurance,10.0,0.0
Boody,Clothing & Apparel,12.0,0.0
Booe,Outdoor Recreation,10.0,0.0
Boohoo,Clothing & Apparel,9.0,0.0
BookOutlet,Books & Magazines,4.0,0.2
BookReady,Books & Magazines,8.0,0.0
Bookbinders Design,Office,10.0,0.0
Bookemon,Books & Magazines,10.0,0.0
Booking.com,Travel,6.0,2.0
Bookingcredits.com,Travel,7.0,0.0
Bookkeeping Blueprint,B2B,10.0,0.0
Bookshop,Books & Magazines,10.0,0.0
Boom Home Medical,Health Care,15.0,0.0
BoomCupz,Household,8.0,0.0
Boost Oxygen,CBD,10.0,0.0
Booze Dogs,Meats & Seafood,10.0,0.0
Borboleta,Beauty & Cosmetics,15.0,0.0
Borghese,Health & Beauty,4.0,0.0
Boscov's Department Stores,Department Stores,4.0,0.0
Boston Institute Of Finance,Education,8.0,0.0
Boston Scally Co.,Hats,2.0,0.0
Botach Tactical,Weapons,4.0,0.0
Botany Farms,CBD,50.0,0.0
Boticinal,Health Care,5.0,0.0
Bouclair,Household,1.6,0.0
Boucleme,Health & Beauty,10.0,0.0
Boujee Hippie,Underwear & Socks,10.0,0.0
Boundless Technology,CBD,15.0,0.0
Bounty Hunter Rare Wine & Spirits,Wine,3.0,0.0
Bouquet Box,Flowers,10.0,0.0
Bourbon Concierge,Alcohol / Beer,5.0,0.0
Boux Avenue,Underwear & Socks,4.0,0.0
Bow Wow Labs,Animals & Pet Supplies,7.0,0.0
Bowers & Wilkins,Audio,8.0,0.0
Bowflex,Exercise & Fitness,3.0,0.0
BowlersMart,Sporting Goods,1.6,0.0
Box Components,Cycling,5.0,0.0
Box.com,B2B,0.0,150.0
Boxie,Cat Supplies,8.0,0.0
Boyer's Coffee,Food & Beverage,8.0,0.0
Bra Bar,Underwear & Socks,5.0,0.0
BraceAbility,Health Care,8.0,0.0
Braga Organic Farms Inc,Food & Gourmet,5.0,0.0
Brahmin,Handbags & Wallets,2.0,0.0
BrainPOP,Education,53.6,10.0
Brainiac,Food & Gourmet,15.0,0.0
Branch Furniture,Furniture,5.0,0.0
BrandCrowd,Advertising & Marketing,32.0,0.0
Brandefy,Health & Beauty,10.0,0.0
Brandless,Health & Beauty,15.0,0.0
BrandsMart USA,Appliances,4.0,0.0
Brass Monkey,Arts & Crafts,2.0,0.0
Brave Kid,Baby & Kids,5.0,0.0
Bravissimo,Underwear & Socks,10.0,0.0
Braxley Bands,Electronics Accessories,2.5,0.0
Bread & Butter,Sporting Goods,10.0,0.0
Breeo,Outdoor Living,10.0,0.0
Breezy Golf,Sporting Goods,5.0,0.0
Brentwood Home,Bed & Bath,10.0,0.0
Breo Box,Box Subscriptions,28.0,35.0
Breville,Appliances,2.4,0.0
BrewDemon.com,Home Brewing,8.0,0.0
Bricks Masons,Clothing & Apparel,15.0,0.0
Bridelily,Weddings,12.0,0.0
Bridge & Burn,Clothing & Apparel,10.0,0.0
Briggs & Riley Travelware,Luggage & Bags,1.0,0.0
Bright Brain,Health & Beauty,0.25,0.0
Bright Spot,Health & Beauty,10.0,0.0
BrightLocal,Internet Services,20.0,0.0
Brighter Image Lab,Dental,40.0,200.0
Brighterly,Education,0.0,100.0
Brightside,Health & Beauty,0.0,80.0
Brigit,Financial,60.0,0.0
Bril,Personal Care,0.0,20.0
Brill,Books & Magazines,9.0,0.0
Brilliant,Education,0.0,25.0
Brio Water,Household,5.0,0.0
Brisk It,Kitchen & Dining,5.0,0.0
BriteCo,Insurance,0.0,10.0
British Airways,Travel,3.0,0.0
Britt x Beks,Home Decor,10.0,0.0
Brixton,Clothing & Apparel,10.0,0.0
Brizy,Software,24.0,0.0
Broadstreet Ads,Advertising & Marketing,0.0,25.0
Broadway Direct,Theatre,0.0,5.0
Brochu Walker,Clothing & Apparel,6.0,0.0
Brodi Specialty Products Ltd.,B2B,10.0,0.0
Brodo,Food & Beverage,14.0,0.0
Bromelia Swimwear,Women,20.0,0.0
Brook and York,Jewelry,8.0,0.0
Brooke and Lou,Household,10.0,0.0
Brooklyn Brew Shop,Alcohol / Beer,15.0,0.0
Brooklyn Candle Studio,Home Decor,10.0,0.0
Brooklyn Industries,Clothing & Apparel,6.0,0.0
Brooks Avenue,Clothing & Apparel,10.0,0.0
Brooks Brothers,Clothing & Apparel,10.0,0.0
Bros Usa Corp,Jewelry,10.0,0.0
Brownells,Weapons,5.0,0.0
Browning Camping,Camping & Hiking,10.0,0.0
Bruno Magli,Shoes,8.0,0.0
Bruno Marc,Shoes,15.0,0.0
Brush On Block,Health & Beauty,15.0,0.0
Brussels Airlines,Air,0.8,0.0
Brytelin Innovations,Personal Care,8.0,0.0
Bubba,Fishing,9.6,0.0
"Bubbies Fine Foods, LLC",Food & Gourmet,10.0,0.0
Bubble,Software,20.0,0.0
Bubbles Bodywear,Underwear & Socks,8.0,0.0
Buck Knives,Weapons,10.0,0.0
Bucks Pro Shop,Clothing & Apparel,4.0,0.0
Buddha Pants,Clothing & Apparel,15.0,0.0
Buddhatrends,Women,10.0,0.0
Buena Cura,Health & Beauty,20.0,0.0
Buff,Clothing & Apparel,6.4,0.0
Buffalo David Bitton,Clothing & Apparel,5.0,0.0
Buffalo Gear,Outdoor Recreation,10.0,0.0
Buffy,Bed & Bath,5.0,0.0
BugMD,Outdoor Living,15.0,0.0
Bugaboo,"Car Seats, Carriers & Strollers",6.0,0.0
BuildASign and EasyCanvasPrints,Signage,3.0,0.0
Buildium,Software,35.0,0.0
Built Bar,Diet & Fitness,8.0,0.0
BulbHead,Department Stores,10.0,0.0
BullFit (US),Vitamins & Supplements,10.0,0.0
Bulldog Online,Exercise & Fitness,80.0,10.0
Bulletproof,Food & Beverage,10.0,0.0
Bully Sticks Central,Dog Supplies,5.0,0.0
BullyStick,Dog Supplies,8.0,0.0
Bulova,Watches,2.0,0.0
Bump Boxes,Box Subscriptions,25.0,30.0
Bundle x Joy,Dog Supplies,20.0,0.0
Bunny Hopkins,Baby Toys & Activity Equipment,5.0,0.0
Burga,Electronics Accessories,10.0,0.0
Burlap & Barrel,Food & Beverage,5.0,0.0
Burning Daily (US),e-Cigarettes & Vaporizers,10.0,0.0
Burning River Foods,B2B,10.0,0.0
Burt's Bees,Health & Beauty,8.0,0.0
Busbud,Travel,2.0,0.0
Bushnell,Hunting & Shooting,3.2,0.0
Bushnell Golf,Golf,5.0,0.0
Business Connect,Consumer Services,24.0,0.0
BusinessAnywhere LLC,Consumer Services,50.0,300.0
BusinessWatch Webinars,Education,40.0,0.0
Buster and Punch,Household,8.0,0.0
Busuu,Online Courses,20.0,0.0
Butter Bell Crock,Household,8.0,0.0
Butterfly Bakery of Vermont,Condiments & Sauces,5.0,0.0
Buy Resilient,Consumer Services,10.0,0.0
BuyAutoParts.com,Vehicles & Parts,3.0,0.0
BuyBackWorld,Consumer Electronics,10.0,0.0
BuyDig,Department Stores,2.0,0.0
BuyMediaSupply,Music,7.0,0.0
BuySide Global,Financial,0.0,40.0
Buydeem,Household,10.0,0.0
Buzio,Sporting Goods,15.0,0.0
By Malene Birger,Clothing & Apparel,3.0,0.0
By the table,Kitchen & Dining,10.0,0.0
ByHeart,Nursing & Feeding,18.0,0.0
BypassPen,Consumer Services,40.0,0.0
Byrna,Weapons,2.0,0.0
Byte,Health & Beauty,0.0,24.0
C&H Precision,Weapons,5.0,0.0
C.Paravano,Accessories,15.0,0.0
CAKES Body,Clothing & Apparel,10.0,0.0
CAMI,Clothing & Apparel,3.6,0.0
CAPNOS – Premium Vaping Replacement,e-Cigarettes & Vaporizers,10.0,0.0
CAROL Bike,Exercise & Fitness,0.0,100.0
CAT Workwear,Clothing & Apparel,3.0,0.0
CBD Health Collection,CBD,20.0,0.0
CBD Universe,CBD,15.0,0.0
CBD.co,CBD,25.0,0.0
CBDSPAZA,CBD,12.0,0.0
CBDistillery,CBD,20.0,0.0
CCleaner,Computers & Accessories,30.0,0.0
CGI-Central,Internet Services,15.0,0.0
CHAI.COM - Authentic Chai Affiliate Program,Food & Drink,12.0,0.0
CHARMANTY,Hair Accessories,10.0,0.0
CHI,Health & Beauty,15.0,0.0
CIGA Design,Watches,6.0,0.0
CINCO STORE,Jewelry,15.0,0.0
CIPTON,Athletics,10.0,0.0
CITY OF SCENTS LLC,Fragrance & Cologne,15.0,0.0
CJS-CDKeys,Software,5.0,0.0
CLCKR,Electronics Accessories,20.0,0.0
CLMBR,Exercise & Fitness,7.0,0.0
CMSNL.com,Vehicles & Parts,9.0,0.0
CMY Cubes,Toys & Games,15.0,0.0
CNBC,Financial,10.0,0.0
CNCTATTOO,Consumer Electronics,15.0,0.0
COBA Board Plus,Diet & Fitness,8.0,0.0
COCOLAB,Personal Care,20.0,0.0
COCOTIQUE,Health & Beauty,0.0,5.0
COMENII LIMITED.,Work Uniforms,18.0,0.0
CONNEQT Health,Health & Beauty,10.0,0.0
COOGHI,Baby Toys & Activity Equipment,15.0,0.0
COOLCAT,Appliances,10.0,0.0
COOLCUT,Software,50.0,0.0
COOSEON,Appliances,20.0,0.0
CORDIA,Clothing & Apparel,15.0,0.0
CORE Athletics,Sporting Goods,12.0,0.0
COSMO,Smart Watches,4.0,12.0
COSORI,Kitchen & Dining,5.0,0.0
COTRUNKAGE,Luggage & Bags,10.0,0.0
CPR Test Center,Online Courses,10.0,0.0
CRSED: F.O.A.D.,Video Games,0.0,2.31
CRX - Car Rental Express,Travel,4.0,0.0
CUDDLY,Animals & Pet Supplies,8.0,0.0
CUNFON,Motor Vehicle Electronics,5.0,0.0
CURVEEZ,Underwear & Socks,10.0,0.0
CYA Supply,Weapons,15.0,0.0
CYKE Bikes,Cycling,4.0,0.0
CZTL,B2B,5.0,0.0
Cabbrix,Consumer Services,10.0,0.0
Cabeau Inc,Personal Care,5.0,0.0
Cabin Zero,Backpacks,10.0,0.0
CaddyDaddy,Golf,10.0,0.0
Cadence,Health & Beauty,4.0,0.0
Caesars Rewards,Travel,10.0,0.0
Cafe Appliances (US),Furniture,2.0,0.0
Caldwell Shooting,Hunting & Shooting,8.0,0.0
Calendar.com,Software,35.0,0.0
Calgee,Vitamins & Supplements,15.0,0.0
Caliber Coffee,Online Grocery,3.0,0.0
California Baby,Baby Health,5.0,0.0
California Cowboy,Clothing & Apparel,10.0,0.0
Calix Solutions,Laptops,0.0,50.0
Call of Duty League Store,Clothing & Apparel,5.0,0.0
Callas Milano,Clothing & Apparel,20.0,0.0
Callaway Golf Pre-Owned,Golf,5.0,0.0
Callie,Personalized gifts,3.0,0.0
Callie's Hot Little Biscuit,Food & Gourmet,18.0,0.0
Calvert Education,Education,4.0,0.0
Cambio Roasters,Food & Drink,20.0,0.0
Cambridge Audio,Audio,8.0,0.0
Cambridge Mask,COVID Related,20.0,0.0
Cambridge Satchel,Handbags & Wallets,6.0,0.0
Camel City Mill,Clothing & Apparel,5.0,0.0
Cameleon Bags,Handbags & Wallets,10.0,0.0
Cameo,Personalized gifts,4.0,0.0
Cameron's Seafood Online,Meats & Seafood,2.0,0.0
Camilalamps,Lighting,5.0,1.0
Camilla,Clothing & Apparel,3.0,0.0
Camilla Gabrieli,Womens,10.0,0.0
Camp Aspen LLC,Accessories,15.0,0.0
Camp Chef,Outdoor Living,3.0,0.0
Camp Snap,Camera & Optics,6.0,0.0
CampSaver,Outdoor Recreation,0.1,0.0
Camper,Shoes,8.0,0.0
Camping World,Outdoor Recreation,6.0,0.0
Campings.com,Travel,4.48,1.7216
Campspot,Outdoor Recreation,2.4,0.0
Campus Protein,Vitamins & Supplements,10.0,0.0
Can-Am,Vehicles & Parts,4.0,0.0
CanCooker,Household,5.6,0.0
CanDo,Food & Gourmet,15.0,0.0
CanMed Supply,Health Care,8.0,0.0
Canadian Down & Feather,Household,5.0,0.0
"Canary Clean Products, LLC",Beauty & Cosmetics,0.0,5.0
Canary Skincare,Beauty & Cosmetics,15.0,0.0
Candier,Personalized gifts,10.0,0.0
Candleberry,Household,20.0,0.0
Candy Retailer,Retail,6.0,0.0
Canis Athlete,Clothing & Apparel,3.0,0.0
Canna River,CBD,20.0,0.0
Cannabolish,CBD,6.0,0.0
Cannadips,CBD,10.0,0.0
Canodyne CBD,CBD,20.0,0.0
Canon,Camera & Optics,3.0,0.0
Canvas Camp,Outdoor Recreation,4.0,0.0
Canvas Champ,Photo & Canvas Services,4.0,0.0
Canvas People,Photo Gifts,15.0,25.0
Canvas Vows,Jewelry,30.0,0.0
CanvasHQ,Photo Gifts,10.0,0.0
