Merchant Name,Category Name,Country code,c. Total Coupons,% Rate,Flat Rate
Woot!,Department Stores,US,9,10.00%,0
123Print,Supplies,US,9,2.00%,
DoorDash,Food & Gourmet,US,9,7.20%,32
ReserveBar,Alcohol / Beer,US,9,3.20%,
Reebok,Clothing & Apparel,US,9,10.00%,
YogaDownload,Exercise & Fitness,US,9,12.00%,
BodyJewelry.com,Jewelry,US,9,15.00%,
Kerastase,Health & Beauty,US,9,6.40%,2
BIJOUX indiscrets,Erotic,US,9,20.00%,
L-email Wig,Costumes,US,9,8.00%,
Enjoy Flowers,Flowers,US,8,10.40%,60
ESR Gear,Consumer Electronics,US,8,13.00%,
Troy Bilt,Lawn & Garden,US,8,4.80%,
ABBE Glasses,Contacts & Glasses,US,8,12.00%,1
Wish,Department Stores,US,8,13.00%,
EcoFlow,Consumer Electronics,US,8,8.00%,
Tribesigns,Furniture,US,8,16.00%,
Meridian Grooming,Beauty & Cosmetics,US,8,5.00%,
BougeRV,Vehicles & Parts,US,8,8.00%,
YITAHOME,Household,US,8,12.00%,
Neje.shop,Computers & Accessories,US,8,8.00%,
MANSUR GAVRIEL,Accessories,US,8,10.00%,
The Flex Company,Personal Care,US,8,10.00%,
Lensmart,Contacts & Glasses,US,8,6.00%,
Dreame,Appliances,US,8,10.00%,
Unicoeye,Health & Beauty,US,8,30.00%,
ABBYY,Software,US,8,30.00%,0
ECCO,Shoes,US,8,5.00%,
No nonsense,Women,US,8,10.00%,
Bloomchic,Clothing & Apparel,US,8,10.00%,
buycbdhub,CBD,US,8,20.00%,
StamPrints,Greeting Cards & Stationery,US,8,10.00%,
Neon Champ,Signage,US,8,1.00%,
Micas,Clothing & Apparel,US,8,6.40%,
Incerunmen,Clothing & Apparel,US,8,13.00%,
Modern Picnic,Kitchen & Dining,US,8,7.00%,
Redken,Beauty & Cosmetics,US,8,7.00%,
Yoho Mobile,Telephony,US,8,10.00%,1
Bgmgirl hair company,Hair Accessories,US,8,8.00%,
Pearson,Education,US,8,23.00%,10
Go Guarded,Womens,US,8,25.00%,
Canadian Insulin,Health Care,US,8,20.00%,
KUB Baby,Babies & Kids,US,8,15.00%,
Audio Keeper,Audio,US,8,5.00%,
Goldia,Jewelry,US,8,10.00%,
Buture,Appliances,US,8,10.00%,
Heim Nest,Bed & Bath,US,8,20.00%,
Oh Beauty,Health & Beauty,US,8,10.00%,
Luxy Dating App,Consumer Services,US,8,32.00%,0
BBBGEM,Accessories,US,8,5.00%,
Yodolla,Household,US,8,5.00%,
Kohree,Watercraft Parts & Accessories,US,8,8.00%,
Gotodirect,Consumer Electronics,US,8,28.00%,
"Qingdao Carina Hair Products Co., Ltd.",Beauty & Spas,US,8,25.00%,
Lalo,Babies & Kids,US,8,5.00%,
Eddie Bauer,Clothing & Apparel,US,8,0.50%,15
GHD Hair,Beauty & Cosmetics,US,8,13.60%,
Green Man Gaming,Video Game Consoles & Games,US,8,5.53%,0
Kendra Scott,Jewelry,US,8,3.00%,
Le Creuset,Household,US,8,8.00%,
Macy's,Department Stores,US,8,5.00%,0
Minerva Crafts,Arts & Crafts,US,8,16.00%,
Modlily.com,Clothing & Apparel,US,8,10.00%,0.01
SHEIN,Department Stores,US,8,15.00%,
Staples,Office,US,8,3.00%,
The Met Store,Collectibles,US,8,5.00%,
TREBLAB,Audio,US,8,15.00%,
Dockers,Clothing & Apparel,US,8,8.00%,
Vanity Planet,Health & Beauty,US,8,25.00%,
WatchMaxx,Watches,US,8,4.00%,
White House Black Market,Clothing & Apparel,US,8,3.00%,
Wild Secrets,Sex Toys,US,8,16.00%,
ApparelnBags,Clothing & Apparel,US,8,5.00%,2.772
Bein Harim Tourism Services LTD,Tours,US,8,15.00%,
Cobra Electronics,Consumer Electronics,US,8,8.00%,
HoneyColony,Vitamins & Supplements,US,8,25.00%,
Pride Shack,Jewelry,US,8,20.00%,
Rockford Collection,Jewelry,US,8,3.50%,
UrthBox,Food & Gourmet,US,8,7.00%,
Cloudways,Computers & Accessories,US,8,,108.3
D'iyanu,Clothing & Apparel,US,7,5.00%,
Brightech,Lighting,US,7,8.40%,
CookUnity,Food & Gourmet,US,7,,15
Dell Home & Home Office,Computers & Accessories,US,7,10.00%,0.46
MaXpeedingrods,Motor Vehicle Parts,US,7,8.00%,
Cymbiotika,Health & Beauty,US,7,5.00%,
Trust & Will,Consumer Services,US,7,5.00%,
Beyond Polish,Beauty & Cosmetics,US,7,5.00%,
CDKeys,Video Game Consoles & Games,US,7,5.00%,
Edible Arrangements,Gifts,US,7,4.00%,
Chamaripa,Shoes,US,7,10.00%,
Blinkist,Books & Magazines,US,7,32.00%,0
cobeads,Arts & Crafts,US,7,5.00%,
KIERIN NYC,Fragrance & Cologne,US,7,10.00%,
Momentum Management,Erotic,US,7,10.00%,
RoleCosplay,Costumes,US,7,10.00%,
Apos Audio,Consumer Electronics,US,7,15.00%,
Aroma360,Household,US,7,17.00%,
Qobuz,Media,US,7,10.00%,7
SwitchBot,Smart Home Devices,US,7,15.00%,
Roborock,Supplies,US,7,5.00%,0
Ulanzi,Camera & Optic Accessories,US,7,10.00%,
LESDIY,Toys & Games,US,7,8.00%,
Voogmechic,Clothing & Apparel,US,7,10.00%,
House of Wise,CBD,US,7,20.00%,
Check My Body Health,Health Care,US,7,15.00%,
Quictent,Outdoor Living,US,7,8.00%,
Pure CBD Vapors,CBD,US,7,15.00%,
Kaiweets,Consumer Electronics,US,7,9.60%,
Bublédon,Clothing & Apparel,US,7,20.00%,
Reitmans,Clothing & Apparel,US,7,1.60%,
Focus Camera,Camera & Optics,US,7,4.00%,
TYMO Beauty,Health & Beauty,US,7,6.00%,
Further Food,Vitamins & Supplements,US,7,15.00%,
keysfan,Software,US,7,9.00%,
Albertsons,Online Grocery,US,7,3.00%,5
Simone I. Smith,Jewelry,US,7,13.00%,
Beauty Forever,Beauty & Cosmetics,US,7,8.00%,
The Therapy Wrap,Health & Beauty,US,7,10.00%,
vapor.com,CBD,US,7,20.00%,
FrizzLife,Household,US,7,20.00%,
Venustas,Clothing & Apparel,US,7,10.00%,
Timekettle,Consumer Electronics,US,7,12.00%,
Babeyond,Clothing & Apparel,US,7,9.60%,
Sweetology,Baking Supplies,US,7,15.00%,
G-Force Inc.,Sporting Goods,US,7,5.00%,
Elite Learning,Online Courses,US,7,10.00%,
K4G.com,Video Games,US,7,2.00%,
Celebrity Cruises,Cruises,US,7,6.00%,
Birthstones Jewelry,Jewelry,US,7,12.00%,
ThriftBooks,Books & Magazines,US,7,5.00%,
SILVERWIND,Clothing & Apparel,US,7,20.00%,
Liquid Health,Vitamins & Nutrition,US,7,18.00%,
AWAY,Luggage & Bags,US,7,4.00%,
REDTOP,Shoes,US,7,15.00%,
Mikolo fitness,Exercise & Fitness,US,7,3.00%,
Currex,Outdoor Recreation,US,7,5.00%,
Prozis,Vitamins & Nutrition,US,7,13.00%,
Beatbot,Appliances,US,7,10.00%,
Oneisall,Animals & Pet Supplies,US,7,15.00%,
Real Relax Mall,Furniture,US,7,10.00%,
Nothing Projector,Consumer Electronics,US,7,5.00%,
KuKirin Scooter,Motor Vehicle Electronics,US,7,7.00%,
4dock,Hardware,US,7,3.00%,
AnkerSOLIX,Hardware,US,7,8.00%,
Body by Bella,Beauty & Cosmetics,US,7,17.00%,
Paiseec Mobility Solutions,Vehicles & Parts,US,7,10.00%,
Ohla Hotels(GLOBAL),Hotel,US,7,4.00%,
Big Horn Outdoors,Appliances,US,7,7.00%,
Black Halo,Clothing & Apparel,US,7,12.80%,
Blueseventy,Boating & Water Sports,US,7,17.00%,
BudgetPetWorld,Animals & Pet Supplies,US,7,12.00%,
Carter's,Clothing & Apparel,US,7,2.00%,
Current Catalog,Gifts,US,7,8.00%,
Foot Locker,Shoes,US,7,6.00%,0
Franco Sarto,Shoes,US,7,4.00%,
Guess,Clothing & Apparel,US,7,8.00%,0
Haggar.com,Men,US,7,10.00%,
Harry & David,Food & Gourmet,US,7,8.00%,5
JINsoon,Personal Care,US,7,5.00%,
Karmaloop,Clothing & Apparel,US,7,6.00%,
LifeStride,Shoes,US,7,10.00%,
Mattress Firm,Bed & Bath,US,7,4.00%,0.008
OtterBox,Electronics Accessories,US,7,7.00%,
Quill,Office,US,7,7.00%,
Royal Doulton,Household,US,7,6.00%,
Ryka,Shoes,US,7,10.00%,
Levi's,Clothing & Apparel,US,7,6.40%,
100% Pure,Beauty & Cosmetics,US,7,20.00%,
Grill Masters Club,Food & Gourmet,US,7,7.00%,
Happsy,Bed & Bath,US,7,5.00%,
Julep,Health & Beauty,US,7,8.00%,
Keetsa,Bed & Bath,US,7,7.00%,
LaserAway Beauty,Health & Beauty,US,7,15.00%,
BroBasket,Alcohol / Beer,US,7,12.00%,
Alo Yoga,Clothing & Apparel,US,7,10.00%,
Neiman Marcus,Department Stores,US,7,6.00%,
Boost Mobile,Internet Services,US,7,50.00%,
Saks Fifth Avenue,Department Stores,US,7,2.00%,
Anthropologie,Household,US,7,8.00%,
Kove,Audio,US,7,25.00%,
Misook,Women,US,6,1.00%,
Pureology,Health & Beauty,US,6,8.00%,
Culture Kings,Clothing & Apparel,US,6,6.40%,
Belkin,Electronics Accessories,US,6,6.40%,
Pedro Shoes,Shoes,US,6,7.00%,
L.L. Bean,Clothing & Apparel,US,6,6.00%,
Tata Harper,Health & Beauty,US,6,8.00%,
Bizchair,Furniture,US,6,3.00%,
Cle De Peau Beaute,Beauty & Cosmetics,US,6,8.00%,
TRANYA,Consumer Electronics,US,6,10.00%,
GTHIC,Jewelry,US,6,12.00%,
ayamayaoutdoor,Sporting Goods,US,6,8.00%,
MissFox,Women,US,6,10.00%,
ColourPop,Beauty & Cosmetics,US,6,8.00%,
Pacifica Beauty,Health & Beauty,US,6,6.40%,
Gymboree,Babies & Kids,US,6,2.00%,
iMobie,Software,US,6,50.00%,
Foscam,Home Security Systems,US,6,15.00%,
OPOVE,Health & Beauty,US,6,10.00%,
THB Hotel,Hotel,US,6,6.00%,
Nguyen Coffee Supply,Beverages,US,6,12.00%,
Nbeads,Arts & Entertainment,US,6,4.00%,
IKONICK,Home Decor,US,6,8.00%,
The Qi Lifestyle Inc,Beverages,US,6,20.00%,
The Budgrower,Yard & Garden,US,6,10.00%,
Capsuline,Vitamins & Nutrition,US,6,7.00%,
Mohawk General Store,Clothing & Apparel,US,6,10.00%,
Country Life Vitamins,Health & Beauty,US,6,6.00%,
Coach Outlet,Handbags & Wallets,US,6,5.00%,
OXVA,e-Cigarettes & Vaporizers,US,6,10.00%,
Vivaia,Shoes,US,6,10.00%,
Blade City,Weapons,US,6,8.00%,
Ultra Mobile,Telephony,US,6,,27
Dungarees,Clothing & Apparel,US,6,4.00%,
ShakePlease,Vitamins & Nutrition,US,6,10.50%,20
WISKII Active,Clothing & Apparel,US,6,15.00%,
WELOCK,Smart Home Devices,US,6,10.00%,
Dr. Hauschka,Beauty & Cosmetics,US,6,16.00%,
EaseUS,Software,US,6,53.00%,
Compression Sale,Clothing & Apparel,US,6,15.00%,
Lanolips,Beauty & Cosmetics,US,6,12.00%,
Safeway,Online Grocery,US,6,3.00%,5
YorkTest,Health Care,US,6,10.00%,
Juvenon,Vitamins & Supplements,US,6,8.00%,
Selenichast,Jewelry,US,6,5.00%,
AOHI,Electronics Accessories,US,6,20.00%,
Homebody,Furniture,US,6,10.00%,
Wheel Hero,Vehicles & Parts,US,6,6.50%,
TwoTrees,3D Printers,US,6,9.00%,
Tires-Easy,Motor Vehicle Parts,US,6,5.00%,
Populish,Clothing & Apparel,US,6,10.40%,
Retro Stage,Clothing & Apparel,US,6,22.00%,
Babeside,"Dolls, Playsets & Toy Figures",US,6,20.00%,
Megawheels,Outdoor Recreation,US,6,8.00%,
BERLOOK,Swimwear,US,6,13.00%,
BASEUS,Electronics Accessories,US,6,80.00%,6.336
Himoda,Accessories,US,6,12.00%,
Major Fitness,Exercise & Fitness,US,6,4.00%,
Kori,Vitamins & Supplements,US,6,6.00%,
Geeksoutfit,Clothing & Apparel,US,6,20.00%,
NAPA,Motor Vehicle Parts,US,6,0.80%,
Designer Shoe Warehouse,Shoes,US,6,6.00%,
Sea to Summit,Outdoor Recreation,US,6,5.00%,
Jessica Simpson,Clothing & Apparel,US,6,5.00%,
Tousains,Exercise & Fitness,US,6,20.00%,
Lintico,Clothing & Apparel,US,6,13.00%,
gamakay,Consumer Electronics,US,6,13.00%,0
DirectDeals,Computers & Accessories,US,6,10.00%,25
Kasper Clothing,Clothing & Apparel,US,6,5.00%,
My Custom Bobblehead,Consumer Services,US,6,8.00%,
Lodge Cast Iron,Kitchen & Dining,US,6,3.00%,
Border Free Health,Health Care,US,6,12.00%,
Vakole,Cycling,US,6,4.00%,
Bowelero,Arts & Entertainment,US,6,7.00%,
Evo Hemp,CBD,US,6,30.00%,
Mango Outlet,Clothing & Apparel,US,6,4.00%,
Lahome,Rugs & Flooring,US,6,14.00%,
Outree,Babies & Kids,US,6,12.00%,
GoodLife Proteins,Food & Gourmet,US,6,18.00%,
Era of Nature,Health & Beauty,US,6,20.00%,
Arangrant,Travel,US,6,,25
Ajazz,Computers & Accessories,US,6,12.00%,
YMI Jeans,Clothing & Apparel,US,6,15.00%,
"Suzhou Jumengfang Trading Co., Ltd",Costumes,US,6,3.00%,
AUTO-VOX,Vehicles & Parts,US,6,17.00%,
"HONSIT FURNITURE CO., LIMITED",Furniture,US,6,10.00%,
GuidingCross,Clothing & Apparel,US,6,18.00%,
AECOJOY,Household,US,6,5.00%,
Best Buy,Consumer Electronics,US,6,2.00%,
Betsey Johnson,Clothing & Apparel,US,6,3.00%,
Bradford Exchange Checks,Financial,US,6,10.00%,
Carhartt,Clothing & Apparel,US,6,3.20%,
Case-Mate,Electronics Accessories,US,6,12.00%,
Clarks,Shoes,US,6,9.60%,
Coalatree,Clothing & Apparel,US,6,8.00%,
Competitive Cyclist,Cycling,US,6,5.00%,
American Health Care Academy,Online Courses,US,6,18.00%,
CVS,Health & Beauty,US,6,7.00%,
Desert Essence,Health & Beauty,US,6,6.00%,
Expedia,Travel,US,6,6.00%,2
Fitz and Floyd,Kitchen & Dining,US,6,8.00%,
French Toast,Clothing & Apparel,US,6,4.00%,
Handy.com,Home Services,US,6,,30
Homary,Household,US,6,5.00%,
Kidstir,Food & Gourmet,US,6,8.00%,
Lyft,Travel,US,6,,4
Nest Bedding,Bed & Bath,US,6,3.00%,
Network Solutions,Web Hosting & Domains,US,6,,100
Old Navy,Clothing & Apparel,US,6,8.00%,0
Pluralsight,Education,US,6,30.00%,0
SelectATicket,Event Tickets,US,6,5.00%,
Fulton Fish Market,Meats & Seafood,US,6,1.00%,0
Sorel,Shoes,US,6,4.00%,
Walmart,Department Stores,US,6,8.00%,2
Waterford,Gifts,US,6,6.00%,
EightVape,e-Cigarettes & Vaporizers,US,6,10.00%,
National Underwriter and Law Catalog,Books & Magazines,US,6,10.00%,
Teabloom,Beverages,US,6,12.00%,
jewelryandfindings,Jewelry,US,6,5.00%,
Guess Factory,Clothing & Apparel,US,6,4.00%,0
Finish Line,Sporting Goods,US,6,8.00%,
Discount School Supply,School Supplies,US,6,4.00%,
Velvet by Graham & Spencer,Clothing & Apparel,US,6,8.00%,
E-Z UP,Outdoor Recreation,US,6,2.50%,
The Paisley Box,Household,US,6,6.40%,
RAVPower,Consumer Electronics,US,5,15.00%,51.2
AnyPromo,B2B,US,5,3.20%,
Ming Wang Knits,Women,US,5,4.00%,
Theory Apparel,Clothing & Apparel,US,5,1.60%,
MESHKI,Women,US,5,12.00%,
Heat Holders,Clothing & Apparel,US,5,6.40%,
Sea New York,Clothing & Apparel,US,5,9.00%,
Dr. Comfort,Shoes,US,5,4.80%,
Antonioli,Clothing & Apparel,US,5,10.00%,
H10 Hotels,Travel,US,5,6.00%,
Coach,Handbags & Wallets,US,5,6.00%,
Jack Rogers,Shoes,US,5,1.00%,
Aosom,Department Stores,US,5,11.00%,0
The Supplies Shops,Supplies,US,5,4.00%,40
Bonafide,Vitamins & Supplements,US,5,4.00%,
Stirlingkit,Building Toys,US,5,20.00%,
Perdue Farms,Food & Gourmet,US,5,7.00%,
American Blossom Linens,Household,US,5,15.00%,
X-sense,Household,US,5,12.00%,
IBEROSTAR,Hotel,US,5,7.00%,
Circus NY,Clothing & Apparel,US,5,10.00%,
Bagamour Box,Handbags & Wallets,US,5,12.00%,
Deep Sentinel Home Security,Home Security Systems,US,5,20.00%,0
Craighill,Household,US,5,10.00%,
Vape Street,CBD,US,5,15.00%,
Conscious Step,Clothing & Apparel,US,5,10.00%,
ZENTS,Bed & Bath,US,5,40.00%,
My Haircare & Beauty,Beauty & Cosmetics,US,5,8.00%,
Hcalory,Consumer Electronics,US,5,10.00%,
Harney & Sons,Beverages,US,5,8.00%,
Pond5,Media,US,5,6.00%,
Rob Keller MD,Vitamins & Supplements,US,5,25.00%,
RealTruck,Vehicles & Parts,US,5,4.00%,
Food Lion,Local Deals,US,5,,1
Health-Ade,Beverages,US,5,12.00%,
Grey State Apparel,Clothing & Apparel,US,5,10.00%,
AOVO Store,Consumer Electronics,US,5,5.00%,
mybeadsfindings,Arts & Crafts,US,5,4.00%,
MUNBYN,Office,US,5,10.00%,0.5
HAVA,Kitchen & Dining,US,5,6.40%,
Gyroor,Sporting Goods,US,5,10.00%,
Sunjoy Group,Household,US,5,9.00%,
JIMMYJANE,Sex Toys,US,5,16.00%,
Homrest,Household,US,5,10.00%,
ROBOTIME,Baby Toys & Activity Equipment,US,5,10.00%,
Skylum,Computers & Accessories,US,5,85.00%,4
Owlet,Babies & Kids,US,5,10.00%,
AW Bridal,Clothing & Apparel,US,5,8.00%,
Hawalili,Clothing & Apparel,US,5,12.00%,
Olipop,Food & Beverage,US,5,10.00%,
Keysoff,Computers & Accessories,US,5,9.00%,
minooy,Luggage & Bags,US,5,10.00%,
Zosi,Consumer Electronics,US,5,6.50%,
Flybird Fitness,Weight Lifting,US,5,8.00%,
Diet Direct,Diet & Fitness,US,5,2.00%,
Surfside Supply Co.,Clothing & Apparel,US,5,25.00%,
ISDIN,Health & Beauty,US,5,20.00%,
Fourth Frontier,Consumer Electronics,US,5,25.00%,
The Phoenix,Erotic,US,5,3.20%,30
BioIonic,Health & Beauty,US,5,10.00%,
Suunto,Watches,US,5,10.00%,
Velowave,Cycling,US,5,12.00%,
Mr Key Shop,Software,US,5,8.00%,
Keeps,Health & Beauty,US,5,,20
Dr. Marty Pets,Animals & Pet Supplies,US,5,10.00%,
HUE,Clothing & Apparel,US,5,6.40%,
3d Printer Accessories,Consumer Electronics,US,5,8.00%,
Movich Hotels,Hotel,US,5,6.00%,
Mexico Grand Hotels,Hotel,US,5,6.00%,
Spacejoy,Household,US,5,15.00%,
Hardaddy,Clothing & Apparel,US,5,12.00%,0.08
Villeroy & Boch,Kitchen & Dining,US,5,6.00%,
NatureMade,Vitamins & Supplements,US,5,20.00%,
Momcozy,Nursing & Feeding,US,5,9.00%,
GweikeCloud,3D Printers,US,5,8.00%,
Anastasia Beverly Hills,Beauty & Cosmetics,US,5,14.00%,
AMIRO,Health & Beauty,US,5,12.00%,
Arabella Hair,Accessories,US,5,12.00%,
CogniFit,Software,US,5,12.00%,0
Grownsy,Nursing & Feeding,US,5,12.00%,
Muukal,Contacts & Glasses,US,5,5.00%,
REP Provisions,Meats & Seafood,US,5,10.00%,
EduBirdie,Education,US,5,,10
Sensi,Smart Home Devices,US,5,10.00%,
TadiBrothers,Vehicle Safety & Security,US,5,15.00%,
IronPanda,Clothing & Apparel,US,5,18.00%,
Coats Skincare,Health & Beauty,US,5,10.00%,
Kampgrounds of America,Camping & Hiking,US,5,18.40%,15
iteaworld,Beverages,US,5,12.00%,
Liberty Tabletop,Kitchen & Dining,US,5,1.00%,
Shokz,Audio,US,5,5.00%,
3DMAKERPRO,3D Printers,US,5,10.00%,
Losano,Women,US,5,30.00%,
Avidlove,Clothing & Apparel,US,5,17.00%,
YesChef,Food & Gourmet,US,5,30.00%,10
chosgo hearing,Audio,US,5,18.00%,
Oxygen Machine,Health Care,US,5,15.00%,
ReAthlete,Sporting Goods,US,5,20.00%,
Sunmed,CBD,US,5,7.00%,
ALLEVEN,Beauty & Cosmetics,US,5,20.00%,
Jenny Craig,Diet & Fitness,US,5,10.00%,
Tom's Key,Vehicles & Parts,US,5,2.00%,
iContact Camera,Cameras,US,5,10.00%,
CINCOM,Health Care,US,5,12.00%,
Belffin,Furniture,US,5,8.00%,
Acanva,Furniture,US,5,10.00%,
JUGBOW,Dog Supplies,US,5,15.00%,
Gatorade,Food & Beverage,US,5,10.00%,
All Inclusive Outlet,Travel,US,5,4.00%,
ApiraHome,Health & Beauty,US,5,4.00%,
Acmer,Consumer Services,US,5,5.00%,
SEDETA,Office,US,5,10.00%,
Joyfit,Exercise & Fitness,US,5,15.00%,
Blimburn Seeds,CBD,US,5,20.00%,
EPI International Limited,Jewelry,US,5,10.00%,
Robud,Babies & Kids,US,5,8.00%,
Graywind,Home Decor,US,5,6.00%,
Honiture,Appliances,US,5,10.00%,
MSI,Computers & Accessories,US,5,2.00%,
Mossroam,Internet Services,US,5,20.00%,
Elenker,Medical,US,5,7.00%,
CBDPure,CBD,US,5,25.00%,
1-800Lighting,Household,US,5,3.00%,
Anjays Designs,Jewelry,US,5,5.00%,
Autonomous Inc.,Furniture,US,5,5.00%,
Beretta,Hunting & Shooting,US,5,6.40%,
Canada's Gift Baskets,Gift Baskets,US,5,10.00%,
Cheryl's Cookies,Gift Baskets,US,5,3.00%,
Choice Hotels,Hotel,US,5,2.00%,
Cole Haan,Clothing & Apparel,US,5,6.40%,
Dango Products,Accessories,US,5,12.00%,
E.L.F. Cosmetics,Beauty & Cosmetics,US,5,8.00%,
Eve Lom,Health & Beauty,US,5,9.00%,
FabFitFun,Health & Beauty,US,5,4.80%,5
Great Value Vacations,Travel,US,5,3.00%,
JellyBelly,Food & Gourmet,US,5,10.00%,6.2
Laneige,Beauty & Cosmetics,US,5,9.00%,
Marshalls,Clothing & Apparel,US,5,3.00%,0
Peet's Coffee,Food & Gourmet,US,5,6.00%,0
Mikasa,Kitchen & Dining,US,5,4.00%,
Namecheap,Web Hosting & Domains,US,5,100.00%,20
Naturepedic,Bed & Bath,US,5,10.00%,
Nina Shoes,Shoes,US,5,7.00%,
PandaHall,Jewelry,US,5,2.00%,
The Pfaltzgraff Co.,Kitchen & Dining,US,5,6.00%,
Picanova,Photo & Canvas Services,US,5,8.00%,
PrettyLittleThing,Women,US,5,9.00%,0
Qatar Airways,Air,US,5,2.50%,
R.C. Willey,Household,US,5,2.00%,
Spreadshirt,Gifts,US,5,15.00%,
Stila Cosmetics,Beauty & Cosmetics,US,5,8.00%,
StyleWe,Accessories,US,5,14.00%,
TripAdvisor,Travel,US,5,11.00%,0
Ultra Services,Web Hosting & Domains,US,5,65.00%,
Web Hosting Pad,Web Hosting & Domains,US,5,,70
BrainMD Health,College,US,5,25.00%,
Keranique,Health & Beauty,US,5,100.00%,
Escort Radar,Motor Vehicle Electronics,US,5,6.00%,
Ferns N Petals,Gifts,US,5,7.00%,
Funko,Toys & Games,US,5,10.00%,0
Grace & Stella Co.,Beauty & Cosmetics,US,5,17.50%,
Nashua Nutrition,Exercise & Fitness,US,5,5.00%,
Nordic Pure Air Filters,Appliances,US,5,5.00%,
OpticsPlanet,Weapons,US,5,1.00%,0
The Unemployed Philosophers Guild,Gifts,US,5,10.00%,
Sovereign Laboratories LLC,Vitamins & Supplements,US,5,10.00%,
Viator,Travel,US,5,12.00%,
Yummie,Clothing & Apparel,US,5,10.00%,
SnoreRx,Health & Beauty,US,5,,15
Philosophy,Beauty & Cosmetics,US,5,10.00%,
M.Gemi,Shoes,US,5,6.00%,0
Autodesk,Computers & Accessories,US,5,10.00%,0
89th + Madison,Clothing & Apparel,US,4,6.00%,
JEGS,Vehicles & Parts,US,4,2.00%,0
Kentfaith,Camera & Optic Accessories,US,4,11.00%,
Wherelight,Contacts & Glasses,US,4,10.00%,
MyMedic,Health Care,US,4,16.00%,
Cabela's,Outdoor Recreation,US,4,6.00%,
Arka,Advertising & Marketing,US,4,5.00%,
1-800 CONTACTS,Contacts & Glasses,US,4,14.00%,
MakeUp Eraser,Health & Beauty,US,4,10.00%,
Bedrosians Tile & Stone,Household,US,4,10.00%,
Hero Cosmetics,Health & Beauty,US,4,8.00%,
AGMES,Jewelry,US,4,12.00%,
Reel Paper,Household,US,4,25.00%,
Earthlove,Green Living (Eco-Friendly),US,4,8.00%,
My Gift Stop,Gifts,US,4,6.00%,
ScanMyPhotos,Photo & Canvas Services,US,4,10.00%,
LED Technologies,Health & Beauty,US,4,20.00%,
StarBackdrop,Hobbies & Creative Arts,US,4,12.00%,
Calm by Wellness,Vitamins & Supplements,US,4,15.00%,
Weleda,Health & Beauty,US,4,3.00%,
Solgaard,Luggage & Bags,US,4,10.00%,
Venchi,Desserts,US,4,8.00%,
Dooxi,Vehicles & Parts,US,4,8.00%,
Peacock Alley,Bed & Bath,US,4,3.00%,
Pinty,Weapons,US,4,6.00%,
Smilyn Wellness,CBD,US,4,20.00%,
Fresh,Health & Beauty,US,4,12.00%,
TransparentRx,Education,US,4,20.00%,2
IMMUNOCORP,Health & Beauty,US,4,5.00%,
Midland Radio,Consumer Electronics,US,4,5.00%,
Lenses For Less,Contacts & Glasses,US,4,7.00%,
Little English,Baby & Kids,US,4,6.00%,
MKF Collection,Handbags & Wallets,US,4,6.40%,
Saramonic,Audio,US,4,10.00%,
Zagg,Consumer Electronics,US,4,6.00%,0.04
Next Day Contacts,Contacts & Glasses,US,4,7.00%,
Onlymaker,Shoes,US,4,10.00%,
Goldleaf,Health & Beauty,US,4,15.00%,
EpiLynx,Health & Beauty,US,4,20.00%,
YABER,Hobbies & Creative Arts,US,4,5.00%,
Pillow Guy,Bed & Bath,US,4,10.00%,
Bostanten,Handbags & Wallets,US,4,5.00%,
Lavazza,Beverages,US,4,16.80%,
Wildling Beauty,Beauty & Cosmetics,US,4,8.00%,
High Falls Hemp NY,CBD,US,4,20.00%,
Colonial Candle,Household,US,4,12.50%,
Electric City Roasting Co.,Food & Beverage,US,4,5.01%,
Cat Box Classics,Animals & Pet Supplies,US,4,10.00%,
Run United,Clothing & Apparel,US,4,7.00%,
Hally,Health & Beauty,US,4,15.00%,0.01
Liquid Web,Web Hosting & Domains,US,4,400.00%,7
Renude,Food & Beverage,US,4,12.50%,
Pura,Supplies,US,4,11.20%,
Caire Beauty,Health & Beauty,US,4,20.00%,10
Hobibear,Shoes,US,4,12.00%,
Fresh Roasted Coffee,Food & Gourmet,US,4,13.00%,0
Bumpin Blends,Food & Gourmet,US,4,25.00%,5
Verlas,Jewelry,US,4,5.00%,
Padel Market,Sporting Goods,US,4,6.40%,
Springer Link,Books & Magazines,US,4,10.00%,
BoxDog and BoxCat,Animals & Pet Supplies,US,4,8.00%,
Blazy Susan,Tobacco,US,4,3.00%,
FindBuyTool,Tools,US,4,10.00%,
Axiology,Beauty & Cosmetics,US,4,6.00%,
BlueCut,Work Uniforms,US,4,20.00%,
Bloomers Intimates,Clothing & Apparel,US,4,10.00%,
Giantex,Beauty & Cosmetics,US,4,5.00%,
Ever Pretty,Women,US,4,8.00%,
At Home,Home Decor,US,4,2.00%,
Delonghi,Appliances,US,4,12.00%,
T3 Micro,Beauty & Cosmetics,US,4,8.00%,
Leanin' Tree,Gifts,US,4,4.00%,
Casa Leo Pet,Animals & Pet Supplies,US,4,10.00%,60
Blue Bottle Coffee,Food & Beverage,US,4,5.00%,0
TopCoat Products,"Vehicle Maintenance, Care & Decor",US,4,10.00%,
Outdoor Master,Outdoor Recreation,US,4,35.00%,
Heivy,Health & Beauty,US,4,8.00%,
nugs.net,Music,US,4,60.00%,24
